Sample	Gloss
signer38_sample206	dead 
signer38_sample207	desert 
signer38_sample208	desk 
signer38_sample209	dictionary 
signer38_sample210	easter 
signer38_sample213	europe 
signer38_sample216	front 
signer38_sample217	god 
signer38_sample218	guitar 
signer38_sample219	hammer 
signer38_sample221	hungry 
signer38_sample222	invest 
signer38_sample223	lazy 
signer38_sample224	lie 
signer38_sample225	love 
signer38_sample226	magazine 
signer38_sample228	neighbor 
signer38_sample229	peach 
signer38_sample230	religion 
signer38_sample231	shower 
signer38_sample232	single 
signer38_sample233	smart 
signer38_sample234	strange 
signer38_sample235	street 
signer38_sample236	strict 
signer38_sample237	sugar 
signer38_sample238	summer 
signer38_sample239	sweetheart 
signer38_sample241	thirsty 
signer38_sample242	ticket 
signer38_sample244	turkey 
signer38_sample245	university 
signer38_sample246	until 
signer38_sample247	watch 
signer38_sample248	weak 
signer38_sample249	wedding 
signer38_sample250	wind 
signer38_sample251	wow 
signer38_sample253	bald 
signer38_sample254	bite 
signer38_sample256	cancel 
signer38_sample258	cards 
signer38_sample261	excited 
signer38_sample262	exercise 
signer38_sample263	forest 
signer38_sample264	garage 
signer38_sample266	gone 
signer38_sample267	gossip 
signer38_sample268	hamburger 
signer38_sample269	independent 
signer38_sample270	limit 
signer38_sample271	listen 
signer38_sample272	math 
signer38_sample273	must 
signer38_sample274	mustache 
signer38_sample275	nervous 
signer38_sample276	often 
signer38_sample277	pass 
signer38_sample278	pillow 
signer38_sample280	queen 
signer38_sample281	radio 
signer38_sample282	rat 
signer38_sample284	skirt 
signer38_sample286	steal 
signer38_sample289	warm 
signer38_sample294	beautiful 
signer38_sample295	best 
signer38_sample299	busy 
signer38_sample301	complain 
signer38_sample306	fruit 
signer38_sample308	jesus 
signer38_sample311	lousy 
signer38_sample313	monday 
signer38_sample315	ocean 
signer38_sample316	open 
signer38_sample320	rich 
signer38_sample321	roof 
signer38_sample322	scotland 
signer38_sample324	second 
signer38_sample328	stairs 
signer38_sample329	store 
signer38_sample331	support 
signer38_sample334	umbrella 
signer38_sample335	winter 
signer38_sample336	without 
signer38_sample337	anniversary 
signer38_sample338	arrogant 
signer38_sample340	chemistry 
signer38_sample342	christian 
signer38_sample343	dinner 
signer38_sample345	fall in love 
signer38_sample346	famous 
signer38_sample348	fix 
signer38_sample349	flood 
signer38_sample350	furniture 
signer38_sample352	health 
signer38_sample353	hockey 
signer38_sample354	hug 
signer38_sample355	iran 
signer38_sample356	major 
signer38_sample358	physics 
signer38_sample359	piano 
signer38_sample361	prevent 
signer38_sample362	replace 
signer38_sample363	ring 
signer38_sample364	shopping 
signer38_sample367	wall 
signer38_sample368	watermelon 
signer38_sample370	workshop 
signer38_sample372	assistant 
signer38_sample373	average 
signer38_sample376	cabinet 
signer38_sample378	ceiling 
signer38_sample379	choir 
signer38_sample380	depressed 
signer38_sample381	dizzy 
signer38_sample382	envelope 
signer38_sample383	gas 
signer38_sample384	laptop 
signer38_sample387	plant 
signer38_sample394	surgeon 
signer38_sample397	tissue 
signer38_sample398	united states 
signer38_sample399	weight 
signer38_sample401	bookstore 
signer38_sample403	carnival 
signer38_sample404	closet 
signer38_sample405	dining room 
signer38_sample408	elementary 
signer38_sample409	engine 
signer38_sample410	eraser 
signer38_sample411	gift 
signer38_sample413	intersection 
signer38_sample414	iron 
signer38_sample415	lamp 
signer38_sample417	leader 
signer38_sample418	leak 
signer38_sample419	policeman 
signer38_sample420	recover 
signer38_sample421	roommate 
signer38_sample423	sofa 
signer38_sample429	volleyball 
signer39_sample1	candy 
signer39_sample3	thin 
signer39_sample5	walk 
signer39_sample6	hot 
signer39_sample7	orange 
signer39_sample9	woman 
signer39_sample10	later 
signer39_sample11	man 
signer39_sample12	enjoy 
signer39_sample13	son 
signer39_sample14	brother 
signer39_sample15	brother 
signer39_sample16	brother 
signer39_sample19	laugh 
signer39_sample20	laugh 
signer39_sample21	laugh 
signer39_sample22	tea 
signer39_sample23	tea 
signer39_sample26	copy 
signer39_sample27	daughter 
signer39_sample28	leave 
signer39_sample29	tired 
signer39_sample30	balance 
signer39_sample31	banana 
signer39_sample32	banana 
signer39_sample34	convince 
signer39_sample35	crash 
signer39_sample37	hope 
signer39_sample38	hope 
signer39_sample42	new 
signer39_sample45	champion 
signer39_sample46	champion 
signer39_sample47	delicious 
signer39_sample48	delicious 
signer39_sample49	delicious 
signer39_sample51	internet 
signer39_sample52	sister 
signer39_sample53	sister 
signer39_sample56	escape 
signer39_sample58	follow 
signer39_sample59	people 
signer39_sample60	point 
signer39_sample61	awkward 
signer39_sample63	california 
signer39_sample66	challenge 
signer39_sample69	great 
signer39_sample75	outside 
signer39_sample76	postpone 
signer39_sample77	stress 
signer39_sample78	wow 
signer39_sample80	already 
signer39_sample81	boat 
signer39_sample82	bottom 
signer39_sample84	dessert 
signer39_sample85	fact 
signer39_sample89	steal 
signer39_sample91	compromise 
signer39_sample93	dolphin 
signer39_sample95	dolphin 
signer39_sample97	evidence 
signer39_sample98	expect 
signer39_sample100	hawaii 
signer39_sample101	napkin 
signer39_sample102	overwhelm 
signer39_sample105	remove 
signer39_sample108	spin 
signer39_sample109	vocabulary 
signer39_sample111	demonstrate 
signer39_sample112	demonstrate 
signer39_sample113	discover 
signer39_sample114	flexible 
signer39_sample116	gallaudet 
signer39_sample119	long 
signer39_sample120	monster 
signer39_sample122	reveal 
signer39_sample125	rob 
signer39_sample127	sleepy 
signer39_sample129	florida 
signer39_sample130	gold 
signer39_sample131	hurricane 
signer39_sample132	network 
signer39_sample133	pressure 
signer39_sample135	senior 
signer39_sample136	senior 
signer39_sample137	standard 
signer39_sample138	waiter 
signer39_sample139	whale 
signer39_sample140	whale 
signer39_sample141	within 
signer39_sample145	arizona 
signer39_sample149	obsess 
signer39_sample150	obsess 
signer39_sample151	obsess 
signer39_sample152	pennsylvania 
signer39_sample153	phrase 
signer39_sample154	phrase 
signer39_sample157	washington 
signer39_sample158	washington 
signer40_sample2	bother 
signer40_sample3	mustache 
signer40_sample4	shine 
signer40_sample5	dumb 
signer40_sample7	chapter 
signer40_sample9	interrupt 
signer40_sample10	praise 
signer40_sample12	throat 
signer40_sample14	not yet 
signer42_sample1	clothes 
signer42_sample2	who 
signer42_sample4	what 
signer42_sample6	white 
signer42_sample7	wrong 
signer42_sample8	city 
signer42_sample10	yellow 
signer42_sample11	why 
signer42_sample12	with 
signer42_sample13	write 
signer42_sample16	christmas 
signer42_sample17	clock 
signer42_sample18	where 
signer42_sample19	talk 
signer42_sample20	which 
signer42_sample21	win 
signer42_sample22	word 
signer42_sample25	young 
signer42_sample26	classroom 
signer42_sample29	wolf 
signer42_sample31	clever 
signer42_sample33	whale 
signer42_sample34	wonder 
signer43_sample1	convince 
signer43_sample3	compare 
signer43_sample4	complex 
signer43_sample5	analyze 
signer43_sample7	caption 
signer43_sample8	contribute 
signer43_sample9	article 
signer43_sample10	chapter 
signer45_sample1	computer 
signer45_sample3	deaf 
signer45_sample5	graduate 
signer45_sample6	graduate 
signer45_sample7	graduate 
signer45_sample8	hearing 
signer45_sample9	give 
signer45_sample11	play 
signer45_sample12	why 
signer45_sample13	leave 
signer45_sample15	stay 
signer45_sample16	restaurant 
signer45_sample17	russia 
signer45_sample18	russia 
signer45_sample19	russia 
signer45_sample20	champion 
signer45_sample22	perspective 
signer45_sample23	australia 
signer45_sample24	australia 
signer45_sample26	dive 
signer45_sample27	dive 
signer45_sample28	japan 
signer45_sample29	japan 
signer45_sample31	pepper 
signer45_sample34	sunset 
signer45_sample35	sunset 
signer45_sample36	uncle 
signer45_sample37	weekend 
signer45_sample39	america 
signer45_sample40	canada 
signer45_sample42	greece 
signer45_sample44	spain 
signer45_sample45	spain 
signer45_sample46	france 
signer45_sample47	nervous 
signer45_sample49	underwear 
signer45_sample52	audience 
signer45_sample53	chain 
signer45_sample55	germany 
signer45_sample56	india 
signer45_sample58	israel 
signer45_sample59	keep 
signer45_sample60	mushroom 
signer45_sample63	shy 
signer45_sample64	slave 
signer45_sample65	stare 
signer45_sample66	breathe 
signer45_sample67	china 
signer45_sample70	england 
signer45_sample72	iran 
signer45_sample73	iran 
signer45_sample74	italy 
signer45_sample76	mexico 
signer45_sample77	pocket 
signer45_sample78	switzerland 
signer45_sample79	switzerland 
signer45_sample80	cross 
signer45_sample82	pneumonia 
signer45_sample84	relate 
signer45_sample85	snack 
signer45_sample86	sweden 
signer45_sample87	sweden 
signer45_sample90	austria 
signer45_sample93	click 
signer45_sample94	closet 
signer45_sample96	cuba 
signer45_sample97	emergency 
signer45_sample98	firefighter 
signer45_sample99	grateful 
signer45_sample102	ireland 
signer45_sample104	stadium 
signer46_sample1	before 
signer46_sample3	blue 
signer46_sample4	school 
signer46_sample5	how 
signer46_sample6	backpack 
signer46_sample7	why 
signer46_sample8	yesterday 
signer46_sample9	happy 
signer46_sample10	tired 
signer46_sample11	day 
signer46_sample13	sad 
signer46_sample14	thank you 
signer46_sample15	afternoon 
signer46_sample19	night 
signer46_sample20	tomorrow 
signer46_sample21	weekend 
signer46_sample22	great 
signer46_sample23	my 
signer46_sample24	sweetheart 
signer46_sample25	angry 
signer46_sample26	march 
signer46_sample27	august 
signer46_sample28	surprise 
signer46_sample29	october 
signer46_sample30	all day 
signer46_sample31	april 
signer46_sample32	confused 
signer46_sample33	december 
signer46_sample34	january 
signer46_sample35	june 
signer46_sample36	november 
signer46_sample37	september 
signer46_sample38	take up 
signer46_sample39	host 
signer47_sample1	deaf 
signer47_sample2	no 
signer47_sample3	yes 
signer47_sample6	blue 
signer47_sample8	white 
signer47_sample9	color 
signer47_sample10	meet 
signer47_sample12	brown 
signer47_sample13	purple 
signer47_sample17	again 
signer47_sample18	name 
signer47_sample20	your 
signer47_sample21	nice 
signer47_sample23	sign language 
signer47_sample24	tan 
signer47_sample25	grey 
signer48_sample1	loud 
signer48_sample2	period 
signer48_sample3	printer 
signer48_sample4	tissue 
signer48_sample5	brochure 
signer50_sample1	secretary 
signer50_sample2	owe 
signer50_sample3	total 
signer52_sample1	drink 
signer52_sample2	go 
signer52_sample4	hot 
signer52_sample5	mother 
signer52_sample6	family 
signer52_sample8	play 
signer52_sample9	time 
signer52_sample10	full 
signer52_sample11	water 
signer52_sample12	brother 
signer52_sample13	check 
signer52_sample15	bad 
signer52_sample16	ball 
signer52_sample18	cold 
signer52_sample19	good 
signer52_sample21	lose 
signer52_sample23	more 
signer52_sample26	cereal 
signer52_sample27	father 
signer52_sample30	sister 
signer52_sample31	throw 
signer52_sample34	cookie 
signer52_sample35	dirty 
signer52_sample36	dry 
signer52_sample37	jealous 
signer52_sample38	toast 
signer52_sample39	toilet 
signer52_sample40	clean 
signer52_sample42	food 
signer52_sample43	grandfather 
signer52_sample44	hungry 
signer52_sample47	thirsty 
signer52_sample49	duck 
signer52_sample50	grandmother 
signer52_sample53	fruit 
signer52_sample55	card 
signer52_sample56	dinner 
signer52_sample57	swing 
signer52_sample58	dirt 
signer52_sample61	towel 
signer53_sample1	cry 
signer53_sample2	friendly 
signer53_sample3	doll 
signer53_sample5	education 
signer53_sample6	grass 
signer56_sample1	computer 
signer56_sample3	no 
signer56_sample6	black 
signer56_sample7	mother 
signer56_sample9	meet 
signer56_sample10	pink 
signer56_sample12	paper 
signer56_sample13	purple 
signer56_sample14	thursday 
signer56_sample15	visit 
signer56_sample16	wait 
signer56_sample17	movie 
signer56_sample18	red 
signer56_sample19	week 
signer56_sample20	cold 
signer56_sample23	police 
signer56_sample24	remember 
signer56_sample25	tired 
signer56_sample26	travel 
signer56_sample27	music 
signer56_sample28	new 
signer56_sample29	plan 
signer56_sample30	teach 
signer56_sample31	train 
signer56_sample32	ugly 
signer56_sample36	month 
signer56_sample38	near 
signer56_sample39	nephew 
signer56_sample40	niece 
signer56_sample41	north 
signer56_sample43	ok 
signer56_sample45	tent 
signer56_sample46	think 
signer56_sample48	understand 
signer56_sample50	find 
signer56_sample51	get 
signer56_sample52	minute 
signer56_sample53	mirror 
signer56_sample54	morning 
signer56_sample55	motorcycle 
signer56_sample56	never 
signer56_sample57	newspaper 
signer56_sample58	night 
signer56_sample59	people 
signer56_sample60	poor 
signer56_sample61	quiet 
signer56_sample62	rain 
signer56_sample63	ready 
signer56_sample64	there 
signer56_sample65	tiger 
signer56_sample66	tomorrow 
signer56_sample67	town 
signer56_sample68	weekend 
signer56_sample69	answer 
signer56_sample70	carrot 
signer56_sample71	challenge 
signer56_sample72	cloud 
signer56_sample73	compare 
signer56_sample74	corner 
signer56_sample75	history 
signer56_sample77	outside 
signer56_sample79	polite 
signer56_sample80	prison 
signer56_sample81	reason 
signer56_sample82	religion 
signer56_sample84	tuesday 
signer56_sample85	wedding 
signer56_sample86	calm 
signer56_sample89	maybe 
signer56_sample92	must 
signer56_sample93	nervous 
signer56_sample94	often 
signer56_sample95	opinion 
signer56_sample96	promise 
signer56_sample97	radio 
signer56_sample98	rat 
signer56_sample102	warn 
signer56_sample104	certificate 
signer56_sample105	climb 
signer56_sample106	complain 
signer56_sample109	perfect 
signer56_sample110	psychology 
signer56_sample111	question 
signer56_sample112	quick 
signer56_sample114	thousand 
signer56_sample115	touch 
signer56_sample116	category 
signer56_sample117	cigarette 
signer56_sample118	clown 
signer56_sample119	coat 
signer56_sample120	me 
signer56_sample121	monster 
signer56_sample122	offer 
signer56_sample125	trouble 
signer56_sample126	true 
signer56_sample127	trust 
signer56_sample128	verb 
signer56_sample130	ceiling 
signer56_sample131	cemetery 
signer56_sample132	chapter 
signer56_sample133	come 
signer56_sample135	owl 
signer56_sample137	politics 
signer56_sample139	relax 
signer56_sample141	theater 
signer56_sample142	wake up 
signer56_sample152	very 
signer56_sample153	volleyball 
signer57_sample1	class 
signer57_sample3	arrogant 
signer59_sample1	book 
signer59_sample5	who 
signer59_sample8	cousin 
signer59_sample10	black 
signer59_sample11	cool 
